"1000","5000","10000","50000","100000","500000"
"0.010207","0.054193","0.100345","0.619378","1.219828","9.004985"
"0.0","0.0","0.001586","0.002069","0.003889","0.010935"
"0.005441","0.028914","0.03455","0.216506","0.467936","2.25505"
"0.000295","0.007129","0.012505","0.066477","0.145628","0.725646"
